,text
176,"Combat vid 21+

A #HTS #sniper surprises a bunch of #Iran mercs.

#Soleimani
#Aleppo https://t.co/vXCrtu2gUG"
177,"Results, check! massive job and wage growth
security, check! removal of #Soleimani n other #terrorist mf from plane… https://t.co/x36HH5Rhw4"
178,#Iran struggles to regain control of post-#Soleimani PMU https://t.co/d78quO5sf6
179,@joshtpm @EliLake Anyone not okay with the strike on #Soleimani is a Quds Force. Said Douche had just acted in Iran… https://t.co/z4MtuOcs2v
180,"@VendbienJon @daesr1 @DoozyTrader @Mindwbw @NotaBubble @7wtc @T_Speakeasy Xi's-revenge-for-Tariffs?
or-Iran's-reven… https://t.co/MWwadayJNe"
181,53/ Iranian hackers have not *yet* retaliated for #Soleimani but they have been busy since his assassination.… https://t.co/FCEe7z2tKE
182,It’s reached level of absurdity. My family in #Iran sharing this clip as condition of Iranians today #coronavirus… https://t.co/KjoOFrIS8H
183,One thing that's become clear to me in the last few years is that people love to panic and all it takes is a little… https://t.co/3ToJzkBW6M
184,"#CoronavirusOutbreak says ""hold my beer"" to #Soleimani and #AustralianFires for ruining 2020."
185,Our Facebook Page Azadar E Hussain a.s has been unpublished for 60 days Due to post about Shaheed Qasim Soleimani (… https://t.co/NgAp42Hjms
186,We ain't only able to defeat #Corona virus but we will also eradicate the world's largest cancerous tumor which is… https://t.co/TuR1TBYnYS
187,"Yes. Why? 
#IvankaTrump #ivankaKushner #ivanka

#christophersteele #trademarks #VotingMachines #Soleimani #IRGC… https://t.co/5OCzFhhTQ1"
188,The allies of the government that assassinated #Soleimani and #AbuMahdiAlMuhandis won’t think twice about killing a… https://t.co/6lPfbiVxZ4
189,"What’s next for #Hezbollah  after #Soleimani ?
https://t.co/spCYW2T2v5 https://t.co/wxebYb5wZj"
190,"What’s next for #Hezbollah  after #Soleimani ?
https://t.co/K5PHQy3cPy https://t.co/AxPDueOXZg"
191,"""The [#Soleimani] killing – which the US failed to warn its Gulf allies about in advance – took American brinkmansh… https://t.co/I9yqwPyqMp"
192,What is the history behind Iran's Revolutionary Guards and who are their allies? How do they operate in Iran and th… https://t.co/zUIK6dEzEA
193,☼ Nat'l Security Law: 'Not Just a “Piece of Metal”' - Legal Rationale for Strike on #Soleimani; Pardon Powers; No F… https://t.co/fasRRmgCWs
194,@MuiedSiddiqui @ShekharGupta @BhimArmyChief @INCIndia If you are #indian first would not call for #bharathbandh tha… https://t.co/7QXbANEvXS
195,"When @realDonaldTrump killed an Enemy of America named #Soleimani Everyone of these #Democrats protested, but with… https://t.co/mAxfSeeFR4"
196,#DemDebates .@ewarren was angry Trump killed the #1 Terrorist organizer #Soleimani
197,"Being a liberal means you never need to own your own mistakes:

The Iranian government blowing up a civilian plane… https://t.co/SgvPmQCtKT"
198,In #1979 #iran took #us #hostages.  in #2020 #presidenttrump took out #general #soleimani from #iran #miracle of #2… https://t.co/OWfVldny5s
199,"&lt;&lt;Nation Of Islam Leader #Farrakhan: 'Trump Killed My Brother #Soleimani, Mrs. Clinton Killed My Brother Qaddafi';… https://t.co/tkCf4ZbKE3"
200,"#Iran is having a very difficult 2020 thus far--#Soleimani, downing of the Ukrainian jet, #FATF, #CoronaVirus, mult… https://t.co/EW9Nwop3FY"
201,"Nation Of Islam Leader #LouisFarrakhan: 'Mr. #Trump Killed My Brother #Soleimani, Mrs. #Clinton Killed My Brother… https://t.co/dKIjYmOBkS"
202,"@Cinzia_Bianco: ""The [#Soleimani] killing – which the US failed to warn its Gulf allies about in advance – took Ame… https://t.co/DfugXO6dUn"
203,@JamesFBuckley2 Oh. @ericowensdc predicted that #POTUS was leading us to war in the Middle East when he made… https://t.co/5v1zCF2SOR
204,"@SecPompeo Translation: “We arm the entire region, invade &amp; overthrow govt’s at whim, supported Saddam during the I… https://t.co/1FLpDvl9Fp"
205,"Translation: “We arm the entire region, invade &amp; overthrow govt’s at whim, supported Saddam during the Iran-Iraq Wa… https://t.co/Q4szkkLRYD"
206,"Nation Of Islam Leader Louis Farrakhan: 'Mr. #Trump Killed My Brother #Soleimani, Mrs. #Clinton Killed My Brother… https://t.co/Cf2LloYL2K"
207,"@gr8tjude_08 @realDonaldTrump LyingLiberals are at it again! 

Lied about:
#RussianCollusion 
#ImpeachmentSham 
cal… https://t.co/BV9dcDZUqq"
208,"We knew that #US #Trump had planned big when they assassinated #Soleimani but what we didn't know was that how ""big… https://t.co/5Q4qcpeqAQ"
209,"Nation Of Islam Leader #Farrakhan: 'Trump Killed My Brother #Soleimani, Mrs. Clinton Killed My Brother Qaddafi'; Am… https://t.co/VDe8qYvzjY"
